answerKey,question,choices
C,Where is plumbing likely to be clogged by food?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'wall', 'kitchen', 'oil refineries', 'water park'],
      dtype=object)}"
E,Where is the lawnmower I hear from across the street?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shed', 'garage', 'cutting grass', 'lawn', ""neighbor's house""],
      dtype=object)}"
D,"Rita liked the taste anemone, so she got one from what kind of place?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flower pot', ""neighbor's house"", 'tide pool',
       'seafood restaurant', 'flower shop'], dtype=object)}"
A,"When William the conqueror crossed the English Channel, where was he looking to tgo?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['england', 'go boating', 'northern hemisphere', 'watch tv',
       'atlantic ocean'], dtype=object)}"
A,"Drinking alcohol should be avoided. In addition to making you sick, it can cause what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['accidents', 'have fun', 'vomiting', 'wicked',
       'frequent urination'], dtype=object)}"
C,If someone is cooking near the end of the day what are they going to have?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['steam', 'breakfast', 'having dinner', 'get food', 'cooked food'],
      dtype=object)}"
E,Bill suffered from boredom. He'd stare off and do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'see visions.', 'fiddle', 'play games', 'dream'],
      dtype=object)}"
D,Where would you store a saltshaker when not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own kitchen', 'empty restaurant', 'table setting',
       'kitchen cupboard', 'cruet'], dtype=object)}"
B,Where might a soldier be honored?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['war zone', 'white house', 'guns', 'battlefield', 'tent'],
      dtype=object)}"
D,The baking open is sometimes made of brick in what kind of place where you get round food?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stove', 'house', ""person's kitchen"", 'pizza parlor', 'new york'],
      dtype=object)}"
C,James went to wipe the dust off of everything in his kitchen.  He carefully removed a poster and dusted behind it.  Where might the poster have been?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelf', 'closet', 'fridge', 'drawer', 'table'], dtype=object)}"
C,What is a reason to pay your television bill?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['informative', 'dead', 'legal', 'entertaining', 'obsolete'],
      dtype=object)}"
B,What is likely to be the result of instituting civil action?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go to jail', 'restitution', 'illness', 'riot', 'trial'],
      dtype=object)}"
B,Where would you go if you only wanted to buy clothes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'clothing store', 'toy store', 'mall', 'bedroom'],
      dtype=object)}"
B,WHat does someone usually produce a lot of when getting divorce?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['freedom', 'tears', 'richer', 'depression', 'tissues'],
      dtype=object)}"
A,"Boredom led him to go out to the bar, there were many characters there and he what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meet interesting people', 'play games', 'field', 'skateboard',
       'listen to music'], dtype=object)}"
D,"A man was called a weasel for ""ambulance chasing,"" where did he likely work?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hollow log', 'backyards', 'golf course', 'law office', 'forrest'],
      dtype=object)}"
E,"The scientists thought it was an impossibility, but with new evidence there was a chance it was a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['inevitability', 'certainty', 'possibility', 'possible',
       'possibility'], dtype=object)}"
D,"Every one of the kids felt average, but the teacher explained that each one was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['uncommon', 'an adult', 'bad', 'special', 'hyperbolic'],
      dtype=object)}"
C,"On their hike they brought a filtering straw, they were worried about germs in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make sick', 'doctor', 'water', 'stream', 'mouth'], dtype=object)}"
C,John put something on the night table.  But he forgot about it in the morning because it was unfamiliar. Where was he?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in jail', 'homes', 'hotel', 'furniture store', 'hallway'],
      dtype=object)}"
C,Where would find a townhouse that is not attached to other houses?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment building', 'suburban development', 'suburbs',
       'michigan', 'park'], dtype=object)}"
D,Bob was having fun with bill.  How might Bob express his feelings?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['accident', 'stress relief', 'happiness', 'may laugh', 'pleasure'],
      dtype=object)}"
A,James loved his workplace.  He was a cashier but he has a lot of leisure time which he spent browsing the new releases and bestsellers.  Where might he be working?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookstore', 'pharmacy', 'supermarket', 'fast food restaurant',
       'shop'], dtype=object)}"
E,What would someone be if he or she killed the biggest amount of people?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['effusive', 'enabled', 'accidental', 'asomatous', 'detestable'],
      dtype=object)}"
E,James searched his hotel for the return ticket.  He needed to find it before he left for where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'tickets', 'pocket', 'plane', 'airport'], dtype=object)}"
D,Where would a rosebush be most likely to die due to lack of water?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['canada', 'the desert', 'indiana', 'california', 'backyard'],
      dtype=object)}"
E,cats have how many apendages?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tail', 'whiskers', 'two eyes', 'four paws', 'four legs'],
      dtype=object)}"
B,"Where could you see a landmark surrounded by many miles of plants, other than in a park?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['national park', 'countryside', 'desert', 'map', 'city'],
      dtype=object)}"
D,What do you need to make sure that you are at night while driving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['car', 'vehicle', 'distraction', 'being awake', 'napping'],
      dtype=object)}"
C,"He needed to sign the papers, he got his good fountain pen from the sliding what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""calligrapher's hand"", 'shirt pocket', 'desk drawer', 'portfolio',
       'blotter'], dtype=object)}"
D,How do most people feel about a person they love?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['popularity', 'know all', 'own house', 'care about', 'flu'],
      dtype=object)}"
B,"Sarah went to school to be a nurse.  She loved giving assistance to people in need. To better help people, she had to constantly do something.  What might she do to better help people?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['people helped', 'learning new skills', 'better circumstances',
       'practice', 'happiness'], dtype=object)}"
C,Sarah was cooking thick gravy in her saucepan because she wanted some authentic soul food.  Where might Sarah live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen cupboard', 'italian restaurant', 'georgia', 'south',
       'boil vegetables'], dtype=object)}"
D,"The man is drunk and angry, what does he look to do to others?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appear ridiculous', 'fight', 'throw up', 'raise hell', 'walk off'],
      dtype=object)}"
B,"The man was disheveled and wanted to clean clothes, so what was he hoping to achieve?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['attractive appearance', 'look better', 'sanitation',
       'clean clothes', 'laundromat'], dtype=object)}"
D,"The weasel was scavenging in the cold winter on a farmer's land, where was he likely?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fairytale', 'mountain', 'great outdoors', 'corn fields',
       'chicken coop'], dtype=object)}"
A,"Joe was running around his home and crossed a property boundary, running into a meticulously manicured rosebush and doing damage to both it and himself.  Where might the rosebush been located?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""neighbor's yard"", 'in the ground', 'field', 'nature',
       'botanic garden'], dtype=object)}"
D,"The bald eagle can be a symbol, it elicits feeling of patriotism where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forrest', 'grand canyon', 'canada', 'u.s', 'india'], dtype=object)}"
C,How do you signal that you are agreeing with someone on a deal?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lie', 'nodding', 'shaking hand', 'nod and smile', 'whistle'],
      dtype=object)}"
D,What divider is often between two buildings that cars drive on?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fork in road', 'sidewalk', 'living room', 'street', 'binder'],
      dtype=object)}"
C,"Many people gather together on Sundays, they tend to believe that earth is what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['one moon', 'flat', ""god's creation"", 'milky way', 'universe'],
      dtype=object)}"
D,"Billy is an animal, but he is alergic to trees. He hates them very much.  Still, he wants to have a picnic and can't stand the idea of buying food from a restaurant.  Where would he have his picnic?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['addidas', 'north america', 'cafe', 'outside', 'woodland'],
      dtype=object)}"
C,"Driving to work late is never pleasant, but you still shouldn't what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['listen to radio', 'sing', 'speed', 'anger', 'statue'],
      dtype=object)}"
A,Where is a dining area likely to be extravagant?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cruise ship', 'coming together', 'restaurant', 'mall', 'home'],
      dtype=object)}"
E,"She spent the whole night getting drunk, now she refused to get up off the floor because she figured she would just what again?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['walk', 'vomit', 'throw up', 'staggering', 'fall down'],
      dtype=object)}"
C,What could you put your foot under?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sock', 'desk', 'table', 'shoe', 'bar'], dtype=object)}"
D,"If ships are in a storm and the sun comes out, what has happened?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sinks', 'cross river', 'collide', 'bottom out', 'carry people'],
      dtype=object)}"
D,Where do bees spend time traveling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in flower fields', 'orchard', 'field of flowers', 'sky',
       'united states'], dtype=object)}"
D,What is a way that couples like to go about 	having fun ?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cleaning house', 'playing around', 'constructing', 'kiss',
       'wild ride'], dtype=object)}"
E,"John runs a corner shop in the American Midwest, in a place known for its Vikings. In what region is his shop most likely located?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['california', 'england', 'street corner', 'corner of two streets',
       'minnesota'], dtype=object)}"
D,Where is the milky way?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fog', 'candy bar shelf', 'stars', 'space', 'refrigerator'],
      dtype=object)}"
B,Jimmy kept his double edged razor where he could use it easily.  It was where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cricket ground', 'medicine cabinet', 'first aid kit', 'chemist',
       'shaving kit'], dtype=object)}"
D,Danny liked to watch birds.  Birds don't have arms.  What do they have instead of arms?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beak', 'ability to fly', 'feet', 'wings', 'learn to fly'],
      dtype=object)}"
D,Why would a person go to school?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['party', 'own house', 'more leisure time', 'successful in life',
       'not feel pain'], dtype=object)}"
B,What does your body do when walking?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exercise', 'move', 'getting somewhere', 'moving forward',
       'keep moving forward'], dtype=object)}"
A,What could happen to a car when you press one of its pedals?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gain speed', 'go forward', 'rush away', 'go fast',
       'suffer damage'], dtype=object)}"
C,"The man owned a lot of guns, he thought more gun control was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['controlled in canada', 'a great idea', 'bad', 'semiautomatic',
       'very dangerous'], dtype=object)}"
E,There was a ruin under the site.  Billy did what to it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dug', 'produce', 'construct', 'new construction', 'found'],
      dtype=object)}"
A,"Brian  took the tool  from the shelf. He thought no one noticed.  As he was talking out, the cashier told him to do what to it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drop', 'bring', 'move slowly', 'caretake', 'give'], dtype=object)}"
C,"James punched a man again and again. His nose bled, and some blood covered Jame's what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hands', 'fingers', 'fists', 'anger', 'hitting'], dtype=object)}"
E,What does an apple tree need to create new trees?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'farm yard', 'new jersey', 'grass', 'flowers'],
      dtype=object)}"
B,"John was an important person, but when wronged he could be what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trivial', 'petty', 'slight', 'negligible', 'impoite'],
      dtype=object)}"
E,"The park had a refuse and littering problem, so they added another what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tip', 'park officer', 'incinerator', 'dump', 'wastebasket'],
      dtype=object)}"
E,"Dan is driving a car, though he's stopped at a light right now. What else can we assume that he's doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['listening to the radio', 'car crash', 'moving', 'get sleepy',
       'going someplace'], dtype=object)}"
E,"When someone talk, what does someone else usually do to the person talking?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""don't interrupt"", 'sit silently', 'keep silent', 'be silent',
       'listening'], dtype=object)}"
D,What type of area would you be entering if dressed in a suit when putting your car in a parking lot?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['urban area', 'amusement park', 'house', 'business district',
       'shopping center'], dtype=object)}"
D,"The person wanted to use her ear to detect the buffalo herd, where did she put it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['on the buffalo', ""person's head"", 'side of head', 'ground',
       ""serial killer's bedroom""], dtype=object)}"
B,How would grooming lead to bald spots?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cleanliness', 'mistakes', 'brushing', 'beauty', 'satisfaction'],
      dtype=object)}"
E,"If somebody was ready to eat breakfast they would enter the kitchen, but if it was barren they'd have to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat food', 'open mouth', 'wake up', 'prepare breakfast',
       'buy food'], dtype=object)}"
D,Where is a very bad place for bad bacteria?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sores', 'septic tank', 'petri dish', 'mouth', 'finger'],
      dtype=object)}"
A,What is a good place for a potato to mix with other veggies?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beef stew', 'restaurants', 'garden', 'steak house', 'cooking pot'],
      dtype=object)}"
A,Which door with lock do you secure when running an errand?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'garage', 'automobile', 'safe', 'trunk'], dtype=object)}"
D,"The crab realized that it was in danger at the Tokyo fish market, where did it run away to?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cold water', 'aquarium', 'tidepools', 'pacific ocean',
       'boiling water'], dtype=object)}"
C,What could water turn into?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'humidifier', 'ice cube', 'drip', 'skating rink'],
      dtype=object)}"
A,From where is a submarine launched?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shipyard', 'land', 'sea', 'shoot icbm missile', 'water'],
      dtype=object)}"
A,What can you do before taking final exams to help with them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['study', 'sweat', 'graduation', 'cheat', 'sleep'], dtype=object)}"
D,The teacher told the choir that they might faint and fall if they locked their knees while what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['getting hurt', 'ocean', 'stand up', 'standing', 'summer'],
      dtype=object)}"
D,"When someone is deeply involved while they watch a film, the film must be very?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ike director', 'have fun', 'see what happens', 'interesting',
       'pass time'], dtype=object)}"
D,He had a great time with his what brother?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['small', 'horrible', 'awful', 'little', 'terrible'], dtype=object)}"
E,"When you are relaxing with friends, what are you doing if you discuss anything?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['side with', 'hang out', 'go to the movies',
       'understand each other', 'talking about'], dtype=object)}"
E,What might happen to a person after falling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get up', 'receive letters', 'cross street', 'give gifts',
       'feel embarrassed'], dtype=object)}"
A,"While eating a hamburger with friends, what are people trying to do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'indigestion', 'death', 'tasty', 'gas'], dtype=object)}"
E,Agreeing with someone who you have fun with can lead to what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['compliance', 'contract', 'harmony', 'employee', 'friendship'],
      dtype=object)}"
E,"Humans often have hunting instincts, so what do they do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excrete', 'cry', 'play piano', 'make mistakes', 'eat meat'],
      dtype=object)}"
D,Why would someone visit many stores before buying products?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['online shopping', 'running out of money', 'debt',
       'comparison shopping', 'overstocking'], dtype=object)}"
A,As they left his house he insured them that it was okay they could come to the party too because it was taking place where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'home', 'patio', 'fraternity house', 'boat'],
      dtype=object)}"
D,What entity would have a fire extinguisher in their boardroom?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boat', 'apartment', 'public building', 'most businesses',
       'chemistry lab'], dtype=object)}"
C,What is someone likely to do to someone accused of killing people they love?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go home', 'sadness', 'retaliation', 'remorse', 'going to jail'],
      dtype=object)}"
C,"A person doesn't have pants that fit, what should he do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy a monkey', 'let himself go', 'buy clothes', 'bank money',
       'catch cold'], dtype=object)}"
D,"Horses are big animals that get a lot of exercise.  Because he this, they need to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['run quickly', 'pull wagon', 'go away', 'drink water',
       'eat carrots'], dtype=object)}"
B,Where would you find a sloth that is not afraid of being hunted?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest canopy', 'nature preserve', 'zoo', 'tropical rainforest',
       'commercial'], dtype=object)}"
C,Where does trash end up if you don't put it in a proper receptacle?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garbage dump', 'hospital', 'ground', 'landfill', 'parking lot'],
      dtype=object)}"
E,Where is there likely to be a pool near your own home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backyard', 'ymca', 'at hotel', 'waterfall', ""neighbor's house""],
      dtype=object)}"
A,What is the biggest group of people on the east coast where you will find skyscrapers?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york city', 'big city', 'large city', 'metropolis', 'beach'],
      dtype=object)}"
C,"The students helped build the backdrop, it was just one of the parts of putting on their little what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'theatre', 'stage show', 'photography studio',
       'mini project'], dtype=object)}"
A,What is a convenient way for a farmer to preserve their crops?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['can produce', 'harvestation', 'water plants', 'produce food',
       'rise early'], dtype=object)}"
C,Where can you enjoy a hike and maybe an enccouter with a fox?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountains', 'arctic tundra', 'great outdoors', 'open meadow',
       'city'], dtype=object)}"
D,"At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['large office', 'at hotel', 'building', 'real estate office',
       'store room'], dtype=object)}"
C,Where are folding chairs likely to be found?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'desk', 'office', 'bathroom', 'living room'],
      dtype=object)}"
E,"The journalist had a simple approach, see story; do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sit down', 'would read', 'reading', 'remember', 'write down'],
      dtype=object)}"
B,"The stove had to be moved so the kitchen could be remodeled, where did it go?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'living room', 'boiling liquids like water',
       ""friend's house"", 'restroom'], dtype=object)}"
D,"Because he was a poor patient, what did he resist doing when nurses prompted him?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appear better', 'visit doctor', 'will to survive', 'take pills',
       'pay bill'], dtype=object)}"
E,Where are hot dogs are a commonly sold item away from a grocery store?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'disneyland', 'churro stand', 'bowling alley',
       'sporting event'], dtype=object)}"
C,"The husband never worked a day, but after getting divorced received alimony, what did he become as a result?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['emotional distress', 'bad feelings', 'richer', 'depression',
       'guilty'], dtype=object)}"
A,Name a sort of place where live crabs are not allowed.,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['most offices', 'fish department', 'basin', 'fancy restaurant',
       'fish market'], dtype=object)}"
C,WHere do you typically buy prescription suntan lotion?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beach bag', 'grocery store', 'pharmacy', 'shop', 'tanning salon'],
      dtype=object)}"
A,If you like your jeans already broken in where should you shop?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thrift store', 'clothing store', 'outside', 'closet', 'gap'],
      dtype=object)}"
D,Where would you put a ficus if you do not want it to damage your floor?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dictionary', 'middle east', 'earth', 'container',
       'tropical forest'], dtype=object)}"
E,What do people do to pass time when washing clothes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['money', 'watch tv', 'getting wet', 'study', 'singing'],
      dtype=object)}"
C,"The demand from people was high, how can chaos be avoided?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank money', 'call police', 'wait in line', 'believe in god',
       'suffer pain'], dtype=object)}"
C,Humans usually get what from taking a break?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['not working', 'feel relaxed', 'relaxation', 'distractions',
       'delay'], dtype=object)}"
B,"If I wanted to buy a chess pawn, where would be a good place to look?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['small case', 'toy store', 'game store', 'chess game',
       'cheese shop'], dtype=object)}"
C,Billy and June were driving down the street when they heard lovely sound coming from a something.  What might that be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['air', 'movie', 'concert hall', 'music', 'school'], dtype=object)}"
C,John didn't think he and Steve should be competing against each other.  It wasn't good for their relationship.  The losers always felt jealousy and what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning or losing', 'envy', 'resentment', 'injury', 'pride'],
      dtype=object)}"
A,Why would you be getting in shape?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['good health', 'jogging', 'exercise', 'sweat', 'feel better'],
      dtype=object)}"
B,What does lying about oneself likely to lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feeling guilty', 'problems', 'getting caught', 'hurt feelings',
       'being fired'], dtype=object)}"
D,What does someone committing suicide want to do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cut wrist', 'swimming', 'dying', 'die', 'interruption'],
      dtype=object)}"
C,"She was pretending to be happy for others, she would always what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['religion', 'forget', 'smile', 'play', 'eat'], dtype=object)}"
C,Where can you work on needlepoint near the entrance of you home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sewing', 'frame', 'livingroom', 'sewing', 'artscraft store'],
      dtype=object)}"
C,"James needed more sleep at night, so he did what earlier?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get into bed', 'closed his eyes', 'go to sleep', 'relax', 'rest'],
      dtype=object)}"
D,"James goes to church regularly.  He needs to move, but wants to move to a place with a church.  Where, in America, might one expect to find a church?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['christian community', 'city', 'wedding', 'every town', 'preast'],
      dtype=object)}"
E,When potatoes aren't raised in town where are they raised?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['farm', 'cellar', 'restaurant', 'boiled', 'countryside'],
      dtype=object)}"
C,"Some say they are at odds, but many find solace in both science and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['history studies', 'geography', 'religion', 'math', 'ghosts'],
      dtype=object)}"
A,What does someone who does not feel alacrity or anything feel?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apathy', 'detachment', 'indifference', 'hesitance', 'reluctance'],
      dtype=object)}"
A,"The mammoth has often been considered for cloning, if this happened it would would make it no longer just what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ancient history', 'recent', 'stone age', 'storybook',
       'ancient times'], dtype=object)}"
B,"The troublemaker had been hoping for a soft punishment, but the ruling handed down was quite what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ruled', 'harsh', 'abrasive', 'hard', 'sensible'], dtype=object)}"
E,"He had just drank poison, and the man who had given it to him was now mockingly showing the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['consumable', 'medicine', 'nutrient', 'dosage', 'antidote'],
      dtype=object)}"
D,Where would you use a turnstile that does not require inserting a ticket?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theatre', 'subway station', 'train station', 'amusement park',
       'store'], dtype=object)}"
A,Punishing innocent people with the death penalty should cause what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['public outrage', 'get angry', 'going to jail', 'feel guilty',
       'hatred'], dtype=object)}"
